property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses
apartment,Belgrano,Capital Federal,"-34.5738941181,-58.4423714932",146300.0,146300.0,57.0,47.0,3112.7659574468084,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",180000.0,180000.0,70.0,62.0,2903.225806451613,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",160000.0,160000.0,55.0,35.0,4571.428571428572,
apartment,Puerto Madero,Capital Federal,,725000.0,725000.0,120.0,84.0,8630.952380952382,
apartment,Belgrano,Capital Federal,"-34.5738941181,-58.4423714932",160000.0,160000.0,64.0,53.0,3018.867924528302,
apartment,Recoleta,Capital Federal,"-34.59380785,-58.4007782378",330000.0,330000.0,136.0,136.0,2426.4705882352937,5000.0
apartment,Capital Federal,Capital Federal,,1024420.0,1024420.0,156.0,146.0,7016.575342465753,
apartment,Belgrano,Capital Federal,"-34.5738941181,-58.4423714932",171960.0,171960.0,54.0,40.0,4299.0,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",79000.0,79000.0,22.0,20.0,3950.0,
PH,Floresta,Capital Federal,"-34.6397690386,-58.4699006551",124800.0,124800.0,102.0,64.0,1950.0,1.0
apartment,Puerto Madero,Capital Federal,,1171000.0,1171000.0,191.0,141.0,8304.964539007093,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",90000.0,90000.0,32.0,28.0,3214.285714285714,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",96000.0,96000.0,35.0,31.0,3096.7741935483873,
apartment,Villa Urquiza,Capital Federal,"-34.5705892217,-58.4798382357",153000.0,153000.0,52.0,45.0,3400.0,
apartment,Capital Federal,Capital Federal,,940010.0,940010.0,140.0,121.0,7768.6776859504125,
apartment,Belgrano,Capital Federal,"-34.5738941181,-58.4423714932",124800.0,124800.0,43.0,31.0,4025.806451612904,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",95000.0,95000.0,34.0,31.0,3064.5161290322585,
apartment,Belgrano,Capital Federal,"-34.5595209899,-58.445115274",360000.0,360000.0,78.0,70.0,5142.857142857143,
apartment,Capital Federal,Capital Federal,,1576870.0,1576870.0,230.0,206.0,7654.708737864078,
apartment,Belgrano,Capital Federal,"-34.5738941181,-58.4423714932",183460.0,183460.0,56.0,45.0,4076.888888888889,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",96900.0,96900.0,34.0,31.0,3125.8064516129034,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",92000.0,92000.0,32.0,28.0,3285.714285714286,
apartment,Villa Luro,Capital Federal,"-34.638724697,-58.5072113186",164500.0,164500.0,88.0,71.0,2316.901408450705,1500.0
apartment,Capital Federal,Capital Federal,,1518000.0,1518000.0,230.0,206.0,7368.93203883495,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",99000.0,99000.0,34.0,31.0,3193.548387096774,
apartment,Nu�ez,Capital Federal,,127000.0,127000.0,43.0,43.0,2953.4883720930243,1.0
apartment,Nu�ez,Capital Federal,"-34.5442035608,-58.4611105774",350000.0,350000.0,80.0,75.0,4666.666666666667,6500.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",80000.0,80000.0,22.0,20.0,4000.0,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",99900.0,99900.0,34.0,31.0,3222.5806451612902,
apartment,Capital Federal,Capital Federal,,1622910.0,1622910.0,230.0,206.0,7878.203883495145,
house,Liniers,Capital Federal,"-34.6476727612,-58.5285698384",250000.0,250000.0,294.0,294.0,850.3401360544217,
apartment,Belgrano,Capital Federal,"-34.5442035608,-58.4611105774",350000.0,350000.0,80.0,75.0,4666.666666666667,6500.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",182000.0,182000.0,70.0,62.0,2935.483870967741,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",106000.0,106000.0,35.0,31.0,3419.3548387096776,
apartment,Belgrano,Capital Federal,"-34.5692852618,-58.4500015233",157100.0,157100.0,50.0,41.0,3831.707317073171,1.0
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Capital Federal,Capital Federal,,1564000.0,1564000.0,230.0,206.0,7592.233009708738,
apartment,Caballito,Capital Federal,"-34.6197676481,-58.4451279699",180000.0,180000.0,54.0,,,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",82000.0,82000.0,30.0,25.0,3280.0,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",184000.0,184000.0,70.0,62.0,2967.7419354838707,
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Recoleta,Capital Federal,"-34.5978263897,-58.4019649518",98900.0,98900.0,42.0,37.0,2672.972972972973,1.0
apartment,Capital Federal,Capital Federal,,1668950.0,1668950.0,230.0,206.0,8101.699029126215,
house,Mataderos,Capital Federal,,248300.0,248300.0,300.0,200.0,1241.5,
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",78000.0,78000.0,28.0,25.0,3120.0,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",186000.0,186000.0,70.0,62.0,3000.0,
apartment,Belgrano,Capital Federal,"-34.56981388,-58.4416420497",135000.0,135000.0,39.0,36.0,3750.0,1300.0
apartment,Capital Federal,Capital Federal,,1610000.0,1610000.0,230.0,206.0,7815.533980582524,
apartment,Recoleta,Capital Federal,"-34.5947732596,-58.3943810973",190000.0,190000.0,53.0,50.0,3800.0,2900.0
apartment,Recoleta,Capital Federal,"-34.5978263897,-58.4019649518",121150.0,121150.0,52.0,48.0,2523.958333333333,1.0
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",79900.0,79900.0,28.0,25.0,3196.0,
apartment,Belgrano,Capital Federal,"-34.5595209899,-58.445115274",450000.0,450000.0,82.0,76.0,5921.0526315789475,
apartment,Capital Federal,Capital Federal,,770000.0,770000.0,126.0,115.0,6695.652173913043,
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Saavedra,Capital Federal,,175000.0,175000.0,107.0,88.0,1988.6363636363642,
apartment,Recoleta,Capital Federal,"-34.5978263897,-58.4019649518",101200.0,101200.0,44.0,38.0,2663.157894736842,1.0
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",81500.0,81500.0,28.0,25.0,3260.0,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",189000.0,189000.0,70.0,62.0,3048.3870967741937,
store,Nu�ez,Capital Federal,"-34.5540206507,-58.450150653",1000000.0,1000000.0,100.0,100.0,10000.0,10000.0
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Recoleta,Capital Federal,"-34.5978263897,-58.4019649518",99050.0,99050.0,43.0,38.0,2606.578947368421,1.0
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",83000.0,83000.0,28.0,25.0,3320.0,
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Villa Urquiza,Capital Federal,"-34.5799705712,-58.482801444",99900.0,99900.0,42.0,40.0,2497.5,2000.0
apartment,Belgrano,Capital Federal,"-34.5630847769,-58.4655313813",85000.0,85000.0,28.0,25.0,3400.0,
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",190000.0,190000.0,70.0,62.0,3064.5161290322585,
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Colegiales,Capital Federal,"-34.5821584382,-58.4506309668",105000.0,105000.0,42.0,37.0,2837.837837837838,1900.0
apartment,Belgrano,Capital Federal,"-34.5639010429,-58.4667872223",99000.0,99000.0,38.0,35.0,2828.5714285714284,2500.0
apartment,Retiro,Capital Federal,"-34.5962750908,-58.3753096498",119000.0,119000.0,47.0,47.0,2531.914893617021,3000.0
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Liniers,Capital Federal,"-34.6503229024,-58.5159340356",92000.0,92000.0,58.0,58.0,1586.2068965517242,350.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",81000.0,81000.0,22.0,20.0,4050.0,
apartment,Recoleta,Capital Federal,"-34.5943314,-58.3899611",310000.0,310000.0,84.0,75.0,4133.333333333333,3000.0
apartment,Puerto Madero,Capital Federal,,525000.0,525000.0,86.0,80.0,6562.5,5500.0
apartment,Caballito,Capital Federal,,88100.0,88100.0,39.0,,,600.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",82000.0,82000.0,22.0,20.0,4100.0,
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Colegiales,Capital Federal,"-34.5723687446,-58.45012601",190000.0,190000.0,53.0,47.0,4042.553191489362,3500.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",84000.0,84000.0,22.0,20.0,4200.0,
apartment,Barrio Norte,Capital Federal,"-34.5961477197,-58.4046636946",420000.0,420000.0,134.0,122.0,3442.622950819672,10400.0
apartment,Almagro,Capital Federal,,89500.0,89500.0,43.0,40.0,2237.5,
apartment,Villa Urquiza,Capital Federal,,90000.0,90000.0,37.0,35.0,2571.428571428572,
apartment,Almagro,Capital Federal,"-34.6176547196,-58.421761031",87500.0,87500.0,50.0,50.0,1750.0,1200.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",86000.0,86000.0,22.0,20.0,4300.0,
apartment,Palermo,Capital Federal,"-34.5956530264,-58.4137218696",305000.0,305000.0,67.0,64.0,4765625,4500.0
apartment,Belgrano,Capital Federal,"-34.5639010429,-58.4667872223",189000.0,189000.0,50.0,46.0,4108.695652173913,2800.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",94000.0,94000.0,32.0,28.0,3357.142857142857,
apartment,Barrio Norte,Capital Federal,,330000.0,330000.0,83.0,75.0,4400.0,5251.0
apartment,Palermo,Capital Federal,"-34.5777768214,-58.4243003491",580000.0,580000.0,114.0,100.0,5800.0,8300.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",96000.0,96000.0,32.0,28.0,3428.5714285714284,
apartment,Belgrano,Capital Federal,,3258927.0,182772.6,53.0,47.0,69338.87234042553,
apartment,Palermo,Capital Federal,"-34.5777768214,-58.4243003491",580000.0,580000.0,114.0,100.0,5800.0,8300.0
apartment,Belgrano,Capital Federal,,100000.0,100000.0,32.0,28.0,3571.4285714285716,
house,Villa Luro,Capital Federal,,390000.0,390000.0,233.0,204.0,1911.764705882353,
apartment,Almagro,Capital Federal,"-34.61774019,-58.4214390154",96500.0,96500.0,50.0,50.0,1930.0,1200.0
apartment,Belgrano,Capital Federal,,4209860.0,236104.42,71.0,66.0,63785.757575757576,
apartment,Flores,Capital Federal,,500000.0,500000.0,160.0,295.0,1694.9152542372879,
apartment,Villa Luro,Capital Federal,"-34.6270768492,-58.4949714407",115000.0,115000.0,71.0,62.0,1854.8387096774195,1100.0
apartment,Belgrano,Capital Federal,"-34.5607194235,-58.4591651663",92000.0,92000.0,38.0,38.0,2421.0526315789475,1100.0
apartment,Belgrano,Capital Federal,"-34.5715835431,-58.4493782913",102000.0,102000.0,32.0,28.0,3642.857142857143,
apartment,Belgrano,Capital Federal,,5341532.0,299572.75,84.0,67.0,79724.35820895522,
apartment,Balvanera,Capital Federal,"-34.6080876308,-58.393353677",230000.0,230000.0,161.0,158.0,1455.6962025316454,4500.0
apartment,Belgrano,Capital Federal,,8184171.0,458998.4,127.0,88.0,93001.94318181818,
apartment,Capital Federal,Capital Federal,"-34.6023412964,-58.3765952374",89000.0,89000.0,50.0,50.0,1780.0,4000.0
apartment,Palermo Soho,Capital Federal,"-34.5830541159,-58.4241349714",489000.0,489000.0,211.0,202.0,2420.7920792079212,6500.0
apartment,Nu�ez,Capital Federal,,139000.0,139000.0,44.0,39.0,3564.102564102564,1900.0
apartment,Palermo,Capital Federal,"-34.5818847145,-58.4413348684",149000.0,149000.0,47.0,40.0,3725.0,1500.0
apartment,Belgrano,Capital Federal,"-34.5585788,-58.4460492",6921950.0,388208.4,88.0,70.0,98885.0,
PH,Villa Luro,Capital Federal,"-34.6393256306,-58.5056461121",118000.0,118000.0,102.0,68.0,1735.2941176470588,320.0
apartment,Capital Federal,Capital Federal,"-34.6249143976,-58.4881955839",110000.0,110000.0,55.0,47.0,2340.4255319148942,
store,Recoleta,Capital Federal,,500000.0,500000.0,89.0,89.0,5617.9775280898875,
apartment,Palermo Soho,Capital Federal,"-34.5830541159,-58.4241349714",131500.0,131500.0,33.0,31.0,4241.935483870968,2500.0
store,Recoleta,Capital Federal,,500000.0,500000.0,85.0,85.0,5882.352941176468,
apartment,Nu�ez,Capital Federal,,229000.0,229000.0,82.0,71.0,3225.3521126760565,
apartment,Balvanera,Capital Federal,,129000.0,129000.0,53.0,48.0,2687.5,2000.0
apartment,Barrio Norte,Capital Federal,"-34.5999632379,-58.4043105166",215000.0,215000.0,120.0,114.0,1885.9649122807016,2700.0
apartment,Mataderos,Capital Federal,,78000.0,78000.0,40.0,,,400.0
apartment,Belgrano,Capital Federal,"-34.5641138204,-58.4504933681",530000.0,530000.0,165.0,155.0,3419.3548387096776,8000.0
apartment,Nu�ez,Capital Federal,,230500.0,230500.0,82.0,71.0,3246.4788732394372,
apartment,Recoleta,Capital Federal,,650000.0,650000.0,108.0,108.0,6018.518518518518,8200.0
apartment,Constituci�n,Capital Federal,,115000.0,115000.0,74.0,74.0,1554.054054054054,5000.0
apartment,Balvanera,Capital Federal,"-34.6073964129,-58.3848844243",70000.0,70000.0,34.0,34.0,2058.8235294117653,
apartment,Belgrano,Capital Federal,"-34.5641138204,-58.4504933681",500000.0,500000.0,165.0,155.0,3225.8064516129034,8000.0
apartment,Nu�ez,Capital Federal,,232000.0,232000.0,82.0,71.0,3267.6056338028166,
apartment,Caballito,Capital Federal,,96284.0,96284.0,35.0,35.0,2750.971428571428,
apartment,Caballito,Capital Federal,"-34.612401142,-58.4432921481",309000.0,309000.0,75.0,75.0,4120.0,6249.0
apartment,Caballito,Capital Federal,,73000.0,73000.0,33.0,31.0,2354.8387096774195,
apartment,Nu�ez,Capital Federal,,233500.0,233500.0,82.0,71.0,3288.732394366197,
apartment,Caballito,Capital Federal,"-34.612401142,-58.4432921481",490000.0,490000.0,127.0,120.0,4083.333333333334,10800.0
apartment,Caballito,Capital Federal,,191896.0,191896.0,71.0,35.0,5482.742857142857,
apartment,Nu�ez,Capital Federal,,193000.0,193000.0,81.0,53.0,3641.5094339622638,
apartment,Barrio Norte,Capital Federal,,315000.0,315000.0,116.0,110.0,2863.6363636363635,5200.0
apartment,Caballito,Capital Federal,,95043.0,95043.0,35.0,35.0,2715.514285714285,
apartment,Caballito,Capital Federal,,73500.0,73500.0,33.0,31.0,2370.967741935484,
apartment,Nu�ez,Capital Federal,,153000.0,153000.0,53.0,44.0,3477.2727272727275,
apartment,Colegiales,Capital Federal,,240000.0,240000.0,62.0,55.0,4363.636363636364,8000.0
apartment,Saavedra,Capital Federal,"-34.5498677797,-58.4750518095",269000.0,269000.0,124.0,79.0,3405.063291139241,1000.0
apartment,Caballito,Capital Federal,,98975.0,98975.0,37.0,37.0,2675.0,
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",79600.0,79600.0,36.0,34.0,2341.1764705882347,1000.0
apartment,Caballito,Capital Federal,,72500.0,72500.0,33.0,31.0,2338.7096774193546,
apartment,Nu�ez,Capital Federal,,122000.0,122000.0,37.0,35.0,3485.714285714286,
apartment,Palermo,Capital Federal,,68000.0,68000.0,24.0,21.0,3238.095238095238,1397.0
apartment,Recoleta,Capital Federal,"-34.5943314,-58.3899611",310000.0,310000.0,110.0,105.0,2952.3809523809527,5700.0
apartment,Caballito,Capital Federal,,125184.0,125184.0,47.0,47.0,2663.489361702128,
apartment,Nu�ez,Capital Federal,,123500.0,123500.0,37.0,35.0,3528.5714285714284,
apartment,Almagro,Capital Federal,"-34.61774019,-58.4214390154",91500.0,91500.0,50.0,50.0,1830.0,1200.0
apartment,Caballito,Capital Federal,"-34.6089514961,-58.4489033124",230600.0,230600.0,105.0,87.0,2650.574712643678,1.0
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",82100.0,82100.0,36.0,34.0,2414.705882352941,1000.0
apartment,Barrio Norte,Capital Federal,,180000.0,180000.0,82.0,69.0,2608.695652173913,3400.0
apartment,Caballito,Capital Federal,,97664.0,97664.0,36.0,36.0,2712.8888888888887,
apartment,Nu�ez,Capital Federal,,125000.0,125000.0,37.0,35.0,3571.4285714285716,
apartment,Caballito,Capital Federal,"-34.6089514961,-58.4489033124",210000.0,210000.0,103.0,73.0,2876.7123287671234,1.0
apartment,Barrio Norte,Capital Federal,,262000.0,262000.0,122.0,77.0,3402.5974025974024,5915.0
apartment,Nu�ez,Capital Federal,,121500.0,121500.0,43.0,37.0,3283.783783783784,
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",83400.0,83400.0,36.0,34.0,2452.9411764705883,1000.0
apartment,Caballito,Capital Federal,,168342.0,168342.0,35.0,35.0,4809.771428571428,
apartment,Belgrano,Capital Federal,,6372008.0,357365.63,104.0,92.0,69260.95652173914,
apartment,Caballito,Capital Federal,"-34.6089514961,-58.4489033124",270000.0,270000.0,113.0,82.0,3292.682926829268,1.0
apartment,Nu�ez,Capital Federal,,123000.0,123000.0,43.0,37.0,3324.3243243243237,
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",82100.0,82100.0,36.0,33.0,2487.878787878788,1000.0
house,Mataderos,Capital Federal,,240000.0,240000.0,290.0,220.0,1090.909090909091,
apartment,Nu�ez,Capital Federal,,146000.0,146000.0,43.0,37.0,3945.945945945946,
apartment,Belgrano,Capital Federal,,9291162.0,521082.52,110.0,96.0,96782.9375,
apartment,Caballito,Capital Federal,"-34.6089514961,-58.4489033124",238100.0,238100.0,87.0,61.0,3903.27868852459,1.0
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",86700.0,86700.0,37.0,34.0,2550.0,1000.0
apartment,Caballito,Capital Federal,,116972.0,116972.0,47.0,47.0,2488.7659574468084,
apartment,Nu�ez,Capital Federal,,147000.0,147000.0,43.0,37.0,3972.972972972973,
apartment,Caballito,Capital Federal,"-34.6089514961,-58.4489033124",245000.0,245000.0,88.0,61.0,4016.393442622951,1.0
apartment,Palermo Hollywood,Capital Federal,,132500.0,132500.0,50.0,44.0,3011.3636363636365,
apartment,Villa Urquiza,Capital Federal,"-34.5713061969,-58.4792021197",99800.0,99800.0,55.0,39.0,2558.9743589743593,3000.0
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",81600.0,81600.0,36.0,29.0,2813.793103448276,1000.0
apartment,Palermo Soho,Capital Federal,"-34.5830541159,-58.4241349714",489000.0,489000.0,211.0,202.0,2420.7920792079212,6500.0
store,Nu�ez,Capital Federal,,3932100.0,220526.62,153.0,153.0,25700.0,
apartment,Palermo Hollywood,Capital Federal,,132500.0,132500.0,50.0,44.0,3011.3636363636365,
apartment,Recoleta,Capital Federal,"-34.5925952547,-58.4016242406",339000.0,339000.0,121.0,107.0,3168.2242990654204,8890.0
apartment,Caballito,Capital Federal,,134800.0,134800.0,63.0,56.0,2407.142857142857,
apartment,Palermo Hollywood,Capital Federal,,153900.0,153900.0,60.0,44.0,3497.7272727272725,
house,Liniers,Capital Federal,,360000.0,360000.0,280.0,240.0,1500.0,
apartment,Palermo,Capital Federal,"-34.5713913826,-58.4320931968",116000.0,116000.0,33.0,26.0,4461.538461538462,2100.0
apartment,Nu�ez,Capital Federal,,127000.0,127000.0,43.0,43.0,2953.4883720930243,1.0
apartment,Caballito,Capital Federal,"-34.612401142,-58.4432921481",295000.0,295000.0,75.0,75.0,3933.333333333334,6249.0
apartment,Palermo,Capital Federal,,132000.0,132000.0,38.0,34.0,3882.3529411764707,1400.0
apartment,Caballito,Capital Federal,,161400.0,161400.0,74.0,65.0,2483.076923076923,
apartment,Villa Luro,Capital Federal,,380000.0,380000.0,140.0,132.0,2878.787878787879,
apartment,Palermo Hollywood,Capital Federal,,153900.0,153900.0,60.0,44.0,3497.7272727272725,
apartment,Belgrano,Capital Federal,"-34.5644084034,-58.4372514317",465000.0,465000.0,133.0,117.0,3974.358974358974,7500.0
apartment,Nu�ez,Capital Federal,,139000.0,139000.0,48.0,48.0,2895.833333333333,1.0
apartment,Nu�ez,Capital Federal,,139000.0,139000.0,44.0,39.0,3564.102564102564,1900.0
apartment,Palermo,Capital Federal,"-34.5900887553,-58.4203707181",150000.0,150000.0,58.0,53.0,2830.1886792452833,
apartment,Palermo Hollywood,Capital Federal,,138060.0,138060.0,56.0,44.0,3137.7272727272725,
apartment,Villa Luro,Capital Federal,,142800.0,142800.0,68.0,,,
apartment,Saavedra,Capital Federal,,108500.0,108500.0,73.0,33.0,3287.878787878788,1.0
apartment,Palermo,Capital Federal,"-34.5740300476,-58.4230198353",695000.0,695000.0,210.0,198.0,3510.10101010101,15000.0
apartment,Palermo,Capital Federal,"-34.5852861631,-58.4159147176",780000.0,780000.0,141.0,135.0,5777.777777777777,
apartment,Palermo,Capital Federal,"-34.5900887553,-58.4203707181",136000.0,136000.0,51.0,47.0,2893.617021276596,
apartment,Palermo Hollywood,Capital Federal,,138060.0,138060.0,56.0,44.0,3137.7272727272725,
apartment,Villa Urquiza,Capital Federal,,158000.0,158000.0,100.0,61.0,2590.163934426229,
apartment,Villa Luro,Capital Federal,,115500.0,115500.0,55.0,,,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",134000.0,134000.0,53.0,35.0,3828.571428571429,
apartment,Nu�ez,Capital Federal,,158000.0,158000.0,120.0,50.0,3160.0,1.0
store,Palermo Hollywood,Capital Federal,,217000.0,217000.0,62.0,62.0,3500.0,
PH,Palermo,Capital Federal,"-34.5894447267,-58.4221737407",420000.0,420000.0,144.0,121.0,3471.074380165289,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",128000.0,128000.0,51.0,32.0,4000.0,
apartment,Villa Luro,Capital Federal,,79800.0,79800.0,38.0,,,
apartment,Nu�ez,Capital Federal,,129500.0,129500.0,43.0,43.0,3011.6279069767443,1.0
apartment,Villa Urquiza,Capital Federal,"-34.5723413353,-58.484329891",105000.0,105000.0,35.0,32.0,3281.25,1800.0
apartment,Nu�ez,Capital Federal,"-34.5507768498,-58.4684426361",105000.0,105000.0,35.0,31.0,3387.096774193549,1500.0
apartment,Palermo Hollywood,Capital Federal,,167090.0,167090.0,53.0,42.0,3978.333333333334,
PH,Palermo,Capital Federal,"-34.5894447267,-58.4221737407",390000.0,390000.0,163.0,95.0,4105.263157894737,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",109000.0,109000.0,41.0,34.0,3205.8823529411766,
apartment,Almagro,Capital Federal,"-34.6130913379,-58.4328199127",103800.0,103800.0,40.0,35.0,2965.714285714286,
apartment,Palermo,Capital Federal,"-34.5735469171,-58.4179351885",375000.0,375000.0,82.0,82.0,4573.170731707317,4100.0
house,Mataderos,Capital Federal,,415000.0,415000.0,280.0,270.0,1537.037037037037,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",112000.0,112000.0,43.0,35.0,3200.0,
apartment,Almagro,Capital Federal,"-34.6130913379,-58.4328199127",167851.0,167851.0,87.0,59.0,2844.93220338983,
apartment,Balvanera,Capital Federal,,70000.0,70000.0,31.0,29.0,2413.7931034482763,1100.0
apartment,Caballito,Capital Federal,"-34.613374524,-58.4343106474",78000.0,78000.0,36.0,33.0,2363.6363636363635,
apartment,Recoleta,Capital Federal,"-34.5946892803,-58.3959620116",339000.0,339000.0,136.0,126.0,2690.4761904761904,6000.0
house,Mataderos,Capital Federal,,150000.0,150000.0,120.0,,,
PH,Villa Urquiza,Capital Federal,"-34.5680451978,-58.494959509",184000.0,184000.0,86.0,73.0,2520.54794520548,1000.0
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",105000.0,105000.0,40.0,32.0,3281.25,
apartment,Nu�ez,Capital Federal,,129500.0,129500.0,43.0,43.0,3011.6279069767443,1.0
apartment,Villa Luro,Capital Federal,,75000.0,75000.0,32.0,30.0,2500.0,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",104000.0,104000.0,39.0,32.0,3250.0,
apartment,Palermo Hollywood,Capital Federal,,147500.0,147500.0,50.0,44.0,3352.2727272727275,
apartment,Saavedra,Capital Federal,"-34.5498677797,-58.4750518095",269000.0,269000.0,124.0,79.0,3405.063291139241,1000.0
store,Barrio Norte,Capital Federal,"-34.5941493489,-58.4123538264",220000.0,220000.0,54.0,54.0,4074.074074074074,1000.0
apartment,Villa Luro,Capital Federal,,78000.0,78000.0,38.0,30.0,2600.0,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",112000.0,112000.0,43.0,35.0,3200.0,
apartment,Saavedra,Capital Federal,,170000.0,170000.0,57.0,51.0,3333.333333333333,
apartment,Nu�ez,Capital Federal,"-34.5568648226,-58.4477064427",140000.0,140000.0,43.0,38.0,3684.2105263157896,1400.0
apartment,Saavedra,Capital Federal,"-34.5498677797,-58.4750518095",269000.0,269000.0,124.0,79.0,3405.063291139241,1000.0
apartment,Barrio Norte,Capital Federal,"-34.5941493489,-58.4123538264",159000.0,159000.0,52.0,49.0,3244.8979591836733,2800.0
house,Villa Urquiza,Capital Federal,"-34.5627422753,-58.4871492613",250000.0,250000.0,115.0,100.0,2500.0,
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",105000.0,105000.0,40.0,32.0,3281.25,
apartment,Belgrano,Capital Federal,,255000.0,255000.0,74.0,60.0,4250.0,
apartment,Villa Crespo,Capital Federal,"-34.6035872719,-58.4550601913",90000.0,90000.0,37.0,34.0,2647.0588235294117,
apartment,Villa Luro,Capital Federal,,85000.0,85000.0,53.0,30.0,2833.333333333333,
house,Liniers,Capital Federal,,580000.0,580000.0,420.0,350.0,1657.142857142857,
apartment,Villa Urquiza,Capital Federal,"-34.585180512,-58.4771110004",140000.0,140000.0,51.0,46.0,3043.478260869565,1500.0
apartment,Barrio Norte,Capital Federal,"-34.5941493489,-58.4123538264",179000.0,179000.0,70.0,50.0,3580.0,2800.0
apartment,Saavedra,Capital Federal,"-34.5498677797,-58.4750518095",149800.0,149800.0,53.0,45.0,3328.888888888889,550.0
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",107000.0,107000.0,40.0,32.0,3343.75,
apartment,Belgrano,Capital Federal,"-34.56324026,-58.458541406",515000.0,515000.0,260.0,200.0,2575.0,
apartment,Saavedra,Capital Federal,"-34.5498677797,-58.4750518095",155800.0,155800.0,54.0,46.0,3386.95652173913,550.0
apartment,Palermo,Capital Federal,,210000.0,210000.0,70.0,59.0,3559.322033898305,5700.0
apartment,Palermo Hollywood,Capital Federal,"-34.5795688427,-58.4331024375",117000.0,117000.0,43.0,35.0,3342.857142857143,
apartment,Villa Urquiza,Capital Federal,"-34.5730770889,-58.479809687",97000.0,97000.0,34.0,30.0,3233.333333333333,1700.0
apartment,Villa Luro,Capital Federal,"-34.6433044644,-58.5037927528",171500.0,171500.0,77.0,67.0,2559.701492537313,
apartment,Floresta,Capital Federal,"-34.6404074612,-58.4720627932",78000.0,78000.0,48.0,45.0,1733.333333333333,1200.0
apartment,Villa Luro,Capital Federal,,245000.0,245000.0,98.0,73.0,3356.164383561644,
apartment,Belgrano,Capital Federal,,6681526.0,374724.54,89.0,68.0,98257.73529411764,
