property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses
apartment,Villa Crespo,Capital Federal,"-34.6030488,-58.4356674",85000.0,85000.0,37.0,35.0,2428.5714285714284,
house,Villa del Parque,Capital Federal,"-34.6075704,-58.4953795",380000.0,380000.0,259.0,1.0,380000.0,
apartment,Puerto Madero,Capital Federal,"-34.6094051,-58.362847",1250000.0,1250000.0,190.0,190.0,6578.947368421053,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",465000.0,465000.0,250.0,180.0,2583.333333333333,
apartment,Recoleta,Capital Federal,"-34.58836365,-58.38812256",598000.0,598000.0,135.0,135.0,4429.62962962963,
apartment,Parque Chacabuco,Capital Federal,"-34.62936783,-58.44161224",85000.0,85000.0,37.0,37.0,2297.297297297297,
apartment,Palermo,Capital Federal,"-34.57362747,-58.4385376",219000.0,219000.0,109.0,109.0,2009.1743119266046,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",78000.0,78000.0,40.0,40.0,1950.0,
store,Parque Chas,Capital Federal,"-34.58995819,-58.48075485",338000.0,338000.0,210.0,210.0,1609.5238095238094,
apartment,Coghlan,Capital Federal,"-34.55751038,-58.47410583",375000.0,375000.0,110.0,110.0,3409.090909090909,
apartment,Palermo Soho,Capital Federal,,176000.0,176000.0,39.0,39.0,4512.820512820513,
store,Chacarita,Capital Federal,"-34.59061813,-58.44873428",1500000.0,1500000.0,450.0,450.0,3333.333333333333,
store,Recoleta,Capital Federal,"-34.5895459,-58.3973636",280000.0,280000.0,49.0,49.0,5714.2857142857165,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",310000.0,310000.0,104.0,104.0,2980.769230769231,
apartment,Palermo Chico,Capital Federal,"-34.58522034,-58.426651",649000.0,649000.0,140.0,140.0,4635.714285714285,
apartment,Monte Castro,Capital Federal,"-34.61503601,-58.49679565",104000.0,104000.0,40.0,40.0,2600.0,
apartment,Belgrano,Capital Federal,"-34.56051636,-58.46642303",365000.0,365000.0,110.0,110.0,3318.181818181818,
apartment,Almagro,Capital Federal,"-34.61366653,-58.41888428",210000.0,210000.0,68.0,68.0,3088.2352941176478,
apartment,Retiro,Capital Federal,"-34.5923951,-58.3767486",220000.0,220000.0,110.0,110.0,2000.0,
apartment,Belgrano,Capital Federal,"-34.5734905,-58.4619594",650000.0,650000.0,185.0,185.0,3513.5135135135133,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",164900.0,164900.0,73.0,70.0,2355.714285714286,
store,Centro / Microcentro,Capital Federal,"-34.6020294,-58.37669",290000.0,290000.0,365.0,365.0,794.5205479452055,
PH,Mataderos,Capital Federal,"-34.6572422,-58.5029706",149000.0,149000.0,130.0,130.0,1146.1538461538462,
apartment,Villa del Parque,Capital Federal,"-34.6000052,-58.4909229",219000.0,219000.0,89.0,78.0,2807.6923076923076,
apartment,Palermo,Capital Federal,"-34.5862686,-58.4222725",115000.0,115000.0,47.0,47.0,2446.8085106382987,
apartment,San Telmo,Capital Federal,"-34.6115501812,-58.3735675614",180000.0,180000.0,79.0,75.0,2400.0,
apartment,Belgrano,Capital Federal,"-34.5639574678,-58.4465583788",1100000.0,1100000.0,175.0,165.0,6666.666666666668,
apartment,San Telmo,Capital Federal,"-34.6115501812,-58.3735675614",180000.0,180000.0,52.0,48.0,3750.0,
apartment,Villa del Parque,Capital Federal,"-34.5984263,-58.4903725",330000.0,330000.0,160.0,130.0,2538.4615384615386,
apartment,Puerto Madero,Capital Federal,"-34.6173827,-58.3609785",460000.0,460000.0,70.0,66.0,6969.69696969697,
PH,Villa del Parque,Capital Federal,"-34.5984263,-58.4903725",330000.0,330000.0,160.0,130.0,2538.4615384615386,
apartment,Puerto Madero,Capital Federal,"-34.6173827,-58.3609785",400000.0,400000.0,109.0,62.0,6451.612903225807,
PH,Caballito,Capital Federal,"-34.6271958,-58.4366392",300000.0,300000.0,466.0,265.0,1132.0754716981132,
apartment,San Telmo,Capital Federal,"-34.6209534,-58.3797741",130000.0,130000.0,85.0,85.0,1529.411764705883,
apartment,Palermo,Capital Federal,"-34.5773481,-58.4301323",179000.0,179000.0,73.0,70.0,2557.142857142857,
apartment,Villa Devoto,Capital Federal,"-34.591561,-58.5086342",87000.0,87000.0,43.0,43.0,2023.2558139534885,
apartment,Belgrano,Capital Federal,"-34.5676504684,-58.4327181802",260000.0,260000.0,110.0,100.0,2600.0,
apartment,Flores,Capital Federal,"-34.616014,-58.46734",99000.0,99000.0,38.0,34.0,2911.7647058823527,
apartment,Recoleta,Capital Federal,"-34.5924968,-58.3967333",280000.0,280000.0,119.0,113.0,2477.8761061946907,
PH,Villa Urquiza,Capital Federal,"-34.5660469,-58.491614",159000.0,159000.0,84.0,63.0,2523.809523809524,
apartment,Barracas,Capital Federal,"-34.6291443564,-58.3777243884",130000.0,130000.0,82.0,79.0,1645.5696202531647,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",242075.0,242075.0,97.0,88.0,2750.8522727272725,
store,Belgrano,Capital Federal,"-34.5620844,-58.4566864",550000.0,550000.0,130.0,130.0,4230.769230769231,
apartment,Las Ca�itas,Capital Federal,"-34.5720794,-58.4338574",98000.0,98000.0,35.0,31.0,3161.2903225806454,
apartment,Puerto Madero,Capital Federal,"-34.6173827,-58.3609785",300000.0,300000.0,55.0,55.0,5454.545454545455,
apartment,Villa Luro,Capital Federal,"-34.6338816,-58.5047793",198000.0,198000.0,107.0,100.0,1980.0,
apartment,Puerto Madero,Capital Federal,"-34.6173827,-58.3609785",220000.0,220000.0,32.0,32.0,6875.0,
PH,San Telmo,Capital Federal,"-34.6198059503,-58.3843083074",49000.0,49000.0,40.0,40.0,1225.0,
apartment,Palermo,Capital Federal,"-34.5767911,-58.4235691",170000.0,170000.0,57.0,52.0,3269.230769230769,
apartment,Belgrano,Capital Federal,"-34.5745198,-58.4732708",122000.0,122000.0,35.0,33.0,3696.9696969696975,
apartment,Villa Urquiza,Capital Federal,"-34.5692918,-58.4872717",150000.0,150000.0,45.0,45.0,3333.333333333333,
apartment,Villa Urquiza,Capital Federal,"-34.5727784,-58.4794758",109824.0,109824.0,38.0,32.0,3432.0,
apartment,Balvanera,Capital Federal,"-34.602203,-58.3985049",118000.0,118000.0,74.0,68.0,1735.2941176470588,
store,Recoleta,Capital Federal,"-34.5890682,-58.387008",95000.0,95000.0,18.0,18.0,5277.777777777777,
apartment,Palermo,Capital Federal,"-34.5782604,-58.4234222",240000.0,240000.0,66.0,60.0,4000.0,
apartment,Almagro,Capital Federal,"-34.6194134,-58.4049713",160000.0,160000.0,151.0,65.0,2461.538461538461,
apartment,Belgrano,Capital Federal,"-34.5635729,-58.4497173",610000.0,610000.0,230.0,230.0,2652.1739130434785,
PH,Parque Avellaneda,Capital Federal,"-34.6543106,-58.471795",170000.0,170000.0,300.0,150.0,1133.3333333333333,
apartment,Barrio Norte,Capital Federal,"-34.5986642,-58.3964746",112000.0,112000.0,43.0,38.0,2947.3684210526317,
apartment,Barrio Norte,Capital Federal,"-34.5986642,-58.3964746",116000.0,116000.0,43.0,38.0,3052.631578947369,
apartment,Recoleta,Capital Federal,"-34.5986251179,-58.3965052931",116000.0,116000.0,43.0,38.0,3052.631578947369,
apartment,Recoleta,Capital Federal,"-34.5986251179,-58.3966340391",112000.0,112000.0,43.0,38.0,2947.3684210526317,
apartment,Las Ca�itas,Capital Federal,"-34.5715579,-58.43212",113900.0,113900.0,32.0,29.0,3927.586206896552,
apartment,Paternal,Capital Federal,"-34.5958969,-58.4715637",105000.0,105000.0,66.0,46.0,2282.608695652174,
apartment,Belgrano,Capital Federal,"-34.5636145885,-58.4568189762",91600.0,91600.0,30.0,27.0,3392.5925925925926,
apartment,Flores,Capital Federal,"-34.6287609084,-58.4578577302",255000.0,255000.0,120.0,95.0,2684.2105263157896,
apartment,Villa Pueyrred�n,Capital Federal,"-34.5792238,-58.5126665",94900.0,94900.0,78.0,76.0,1248.6842105263158,
apartment,Nu�ez,Capital Federal,"-34.5485316,-58.4567197",580000.0,580000.0,100.0,100.0,5800.0,
house,Mataderos,Capital Federal,"-34.6572422,-58.5029706",450000.0,450000.0,252.0,200.0,2250.0,
PH,Floresta,Capital Federal,"-34.640547,-58.494356",135000.0,135000.0,90.0,50.0,2700.0,
apartment,Barrio Norte,Capital Federal,"-34.596748,-58.4002973",145000.0,145000.0,64.0,54.0,2685.1851851851848,
apartment,Villa Luro,Capital Federal,"-34.6378715,-58.5089538",145000.0,145000.0,65.0,65.0,2230.769230769231,
apartment,Recoleta,Capital Federal,"-34.5906941049,-58.4039671986",255000.0,255000.0,95.0,85.0,3000.0,
PH,Monserrat,Capital Federal,"-34.6211439,-58.3858379",212000.0,212000.0,177.0,127.0,1669.291338582677,
apartment,Belgrano,Capital Federal,"-34.5680182,-58.4529948",199500.0,199500.0,44.0,43.0,4639.5348837209285,
apartment,Palermo,Capital Federal,"-34.5767478,-58.4242382",476400.0,476400.0,98.0,84.0,5671.428571428572,
apartment,Palermo,Capital Federal,"-34.5767478,-58.4242382",760000.0,760000.0,124.0,110.0,6909.090909090909,
apartment,Belgrano,Capital Federal,"-34.564221,-58.4484005",820000.0,820000.0,190.0,180.0,4555.555555555556,
apartment,Recoleta,Capital Federal,"-34.5962704,-58.3999931",152000.0,152000.0,40.0,40.0,3800.0,
apartment,Recoleta,Capital Federal,"-34.5962704,-58.3999931",196000.0,196000.0,51.0,51.0,3843.137254901961,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",160000.0,160000.0,43.0,37.0,4324.324324324324,
PH,San Cristobal,Capital Federal,"-34.6217712,-58.3967837",340000.0,340000.0,381.0,166.0,2048.192771084337,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",199000.0,199000.0,128.0,75.0,2653.333333333333,
apartment,Belgrano,Capital Federal,"-34.558605,-58.4567379",630000.0,630000.0,204.0,184.0,3423.913043478261,
apartment,Palermo Hollywood,Capital Federal,,390000.0,390000.0,76.0,76.0,5131.578947368421,
apartment,Retiro,Capital Federal,"-34.5979475,-58.3728684",247000.0,247000.0,95.0,90.0,2744.444444444445,
apartment,Belgrano,Capital Federal,"-34.5622021,-58.4427564",395000.0,395000.0,140.0,140.0,2821.4285714285716,
apartment,Villa Crespo,Capital Federal,"-34.5968596,-58.441828",150000.0,150000.0,57.0,57.0,2631.578947368421,
apartment,Caballito,Capital Federal,"-34.6081463,-58.4416019",245000.0,245000.0,80.0,70.0,3500.0,
apartment,Barrio Norte,Capital Federal,"-34.5956429,-58.395208",255000.0,255000.0,102.0,102.0,2500.0,
apartment,Belgrano,Capital Federal,"-34.5585119,-58.4600407",188000.0,188000.0,89.0,74.0,2540.5405405405404,
apartment,Recoleta,Capital Federal,"-34.5950355,-58.3912093143",120000.0,120000.0,50.0,50.0,2400.0,
PH,Recoleta,Capital Federal,"-34.594257,-58.385916",298000.0,298000.0,115.0,105.0,2838.095238095238,
apartment,Caballito,Capital Federal,"-34.6116783,-58.4436231",124500.0,124500.0,40.0,36.0,3458.333333333333,
apartment,Floresta,Capital Federal,"-34.6282465,-58.4844109",208000.0,208000.0,120.0,120.0,1733.333333333333,
apartment,Palermo Soho,Capital Federal,,150000.0,150000.0,64.0,64.0,2343.75,
apartment,Boca,Capital Federal,"-34.629269981,-58.3661592318",66000.0,66000.0,33.0,30.0,2200.0,
apartment,Palermo,Capital Federal,"-34.5924903,-58.4080803",225000.0,225000.0,61.0,61.0,3688.524590163935,
apartment,Nu�ez,Capital Federal,"-34.5539432,-58.4796564",290000.0,290000.0,150.0,150.0,1933.333333333333,
apartment,Palermo Chico,Capital Federal,"-34.5785431,-58.4071007",780000.0,780000.0,190.0,179.0,4357.541899441341,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",111400.0,111400.0,40.0,36.0,3094.4444444444453,
apartment,Barrio Norte,Capital Federal,"-34.584981,-58.405508",360000.0,360000.0,135.0,125.0,2880.0,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",96040.0,96040.0,33.0,29.0,3311.7241379310344,
apartment,Recoleta,Capital Federal,"-34.5935737,-58.4072468",320000.0,320000.0,140.0,120.0,2666.6666666666665,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",77000.0,77000.0,28.0,28.0,2750.0,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",173500.0,173500.0,60.0,53.0,3273.584905660377,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",179400.0,179400.0,60.0,53.0,3384.9056603773583,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",101760.0,101760.0,32.0,28.0,3634.285714285714,
apartment,Villa General Mitre,Capital Federal,"-34.6073109,-58.4690968",70000.0,70000.0,44.0,40.0,1750.0,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",197400.0,197400.0,60.0,53.0,3724.528301886793,
apartment,San Telmo,Capital Federal,"-34.617404984,-58.3780301069",83000.0,83000.0,43.0,36.0,2305.555555555556,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",130750.0,130750.0,38.0,32.0,4085.9375,
store,Barrio Norte,Capital Federal,"-34.5912063758,-58.398736891",260000.0,260000.0,91.0,91.0,2857.142857142857,
apartment,Flores,Capital Federal,"-34.6288055,-58.4681244",95000.0,95000.0,49.0,45.0,2111.1111111111113,
apartment,Recoleta,Capital Federal,"-34.5967529,-58.3841854",335000.0,335000.0,140.0,125.0,2680.0,
apartment,Congreso,Capital Federal,,80000.0,80000.0,44.0,44.0,1818.1818181818185,
apartment,Recoleta,Capital Federal,"-34.5929102,-58.3907519",360000.0,360000.0,93.0,93.0,3870.967741935484,
house,Capital Federal,Capital Federal,,1100000.0,1100000.0,1273.0,650.0,1692.3076923076926,
house,Capital Federal,Capital Federal,,540000.0,540000.0,804.0,248.0,2177.4193548387093,
PH,Capital Federal,Capital Federal,,122000.0,122000.0,40.0,36.0,3388.888888888889,
house,Capital Federal,Capital Federal,,410000.0,410000.0,1310.0,300.0,1366.6666666666667,
house,Capital Federal,Capital Federal,,300000.0,300000.0,710.0,,,
house,Capital Federal,Capital Federal,"-34.5935250976,-58.4379395549",650000.0,650000.0,1733.0,315.0,2063.492063492064,
house,Capital Federal,Capital Federal,"-34.5935250976,-58.4379395549",650000.0,650000.0,1733.0,315.0,2063.492063492064,
house,Capital Federal,Capital Federal,,355000.0,355000.0,741.0,185.0,1918.918918918919,
PH,Floresta,Capital Federal,"-34.6282315,-58.4947259",165000.0,165000.0,142.0,105.0,1571.4285714285709,
apartment,Mataderos,Capital Federal,"-34.6667468,-58.4950716",51000.0,51000.0,44.0,44.0,1159.090909090909,350.0
PH,Villa Riachuelo,Capital Federal,"-34.6938592,-58.4670081",150000.0,150000.0,122.0,66.0,2272.7272727272725,
house,Villa Lugano,Capital Federal,"-34.6854337425,-58.4748593785",335000.0,335000.0,360.0,170.0,1970.588235294117,
apartment,Villa Lugano,Capital Federal,"-34.6869786,-58.4593608",59000.0,59000.0,65.0,65.0,907.6923076923076,1300.0
apartment,Paternal,Capital Federal,"-34.6064102158,-58.4608872381",157000.0,157000.0,95.0,80.0,1962.5,3200.0
apartment,Caballito,Capital Federal,"-34.6165663,-58.4358604",120000.0,120000.0,53.0,53.0,2264.1509433962265,2000.0
apartment,Caballito,Capital Federal,"-34.6193285,-58.441859",73000.0,73000.0,38.0,38.0,1921.0526315789475,
PH,Flores,Capital Federal,"-34.6234765,-58.466642",190000.0,190000.0,190.0,130.0,1461.5384615384617,
apartment,Liniers,Capital Federal,"-34.6461014,-58.52293",100000.0,100000.0,56.0,53.0,1886.7924528301885,1000.0
apartment,Villa del Parque,Capital Federal,"-34.6061279,-58.4973985",82000.0,82000.0,40.0,35.0,2342.857142857143,1400.0
apartment,Almagro,Capital Federal,"-34.6103382,-58.4174443",144000.0,144000.0,65.0,61.0,2360.655737704918,2020.0
store,Recoleta,Capital Federal,"-34.594298,-58.3827444",340000.0,340000.0,68.0,68.0,5000.0,1262.0
apartment,Flores,Capital Federal,"-34.629095,-58.469001",148000.0,148000.0,154.0,129.0,1147.2868217054265,
apartment,Flores,Capital Federal,"-34.627063,-58.459229",285000.0,285000.0,144.0,129.0,2209.3023255813955,
apartment,San Telmo,Capital Federal,"-34.613487,-58.377533",85000.0,85000.0,39.0,39.0,2179.4871794871797,
apartment,Villa Devoto,Capital Federal,"-34.5911545,-58.5101735",123000.0,123000.0,54.0,25.0,4920.0,
apartment,Barrio Norte,Capital Federal,"-34.5913228,-58.4120557",180000.0,180000.0,74.0,74.0,2432.4324324324325,2500.0
apartment,Palermo,Capital Federal,"-34.5947259,-58.4138922",103000.0,103000.0,44.0,37.0,2783.783783783784,1900.0
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",80000.0,80000.0,52.0,46.0,1739.1304347826087,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",82000.0,82000.0,50.0,45.0,1822.2222222222226,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",87000.0,87000.0,52.0,46.0,1891.304347826087,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",89000.0,89000.0,50.0,45.0,1977.7777777777771,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",90000.0,90000.0,52.0,46.0,1956.521739130435,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",92000.0,92000.0,50.0,45.0,2044.4444444444448,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",92000.0,92000.0,52.0,46.0,2000.0,
apartment,Barracas,Capital Federal,"-34.6312534,-58.3715253",94000.0,94000.0,50.0,45.0,2088.8888888888887,
apartment,Barrio Norte,Capital Federal,"-34.5962206,-58.4021659",340000.0,340000.0,164.0,135.0,2518.518518518519,4500.0
apartment,Palermo Soho,Capital Federal,,170000.0,170000.0,58.0,54.0,3148.1481481481487,2000.0
apartment,Caballito,Capital Federal,"-34.6286407,-58.4431851",183000.0,183000.0,59.0,53.0,3452.830188679245,2500.0
apartment,Once,Capital Federal,"-34.6066196465,-58.4060722882",135000.0,135000.0,86.0,86.0,1569.7674418604654,1100.0
apartment,Belgrano,Capital Federal,"-34.5621876,-58.44275",145000.0,145000.0,55.0,55.0,2636.3636363636365,
PH,Mataderos,Capital Federal,"-34.6611216,-58.5035871",72000.0,72000.0,65.0,,,
apartment,Recoleta,Capital Federal,"-34.5998314385,-58.4060004423",183500.0,183500.0,102.0,92.0,1994.5652173913047,
apartment,Palermo Viejo,Capital Federal,,320000.0,320000.0,150.0,75.0,4266.666666666667,
PH,Barrio Norte,Capital Federal,"-34.5895459,-58.3973636",320000.0,320000.0,150.0,75.0,4266.666666666667,
apartment,Almagro,Capital Federal,"-34.6041544,-58.4281556",185000.0,185000.0,97.0,85.0,2176.4705882352937,
apartment,Villa Urquiza,Capital Federal,"-34.567807,-58.5018235",180000.0,180000.0,110.0,62.0,2903.225806451613,
apartment,Barrio Norte,Capital Federal,"-34.5938047,-58.3992245",420000.0,420000.0,148.0,137.0,3065.693430656934,
apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",285000.0,285000.0,95.0,88.0,3238.6363636363635,
apartment,Las Ca�itas,Capital Federal,"-34.5726409,-58.4323654",498000.0,498000.0,181.0,171.0,2912.280701754386,
apartment,Centro / Microcentro,Capital Federal,"-34.6172131163,-58.3777332434",83000.0,83000.0,43.0,36.0,2305.555555555556,
house,Liniers,Capital Federal,"-34.6438877,-58.5172492",236000.0,236000.0,150.0,100.0,2360.0,
house,Flores,Capital Federal,"-34.6374837,-58.4601452",263000.0,263000.0,200.0,164.0,1603.658536585366,
apartment,Belgrano,Capital Federal,"-34.5585119,-58.4600407",188000.0,188000.0,89.0,74.0,2540.5405405405404,
house,Villa Lugano,Capital Federal,"-34.670624,-58.4801284",270000.0,270000.0,440.0,440.0,613.6363636363636,
apartment,Caballito,Capital Federal,"-34.6166897385,-58.443255764",179992.0,179992.0,87.0,58.0,3103.310344827586,
store,Palermo,Capital Federal,"-34.5811096,-58.4310325",520000.0,520000.0,224.0,197.0,2639.5939086294416,
apartment,Caballito,Capital Federal,"-34.6167403,-58.4430273",95991.0,95991.0,44.0,35.0,2742.6,
apartment,Caballito,Capital Federal,"-34.6166897385,-58.4430411873",107997.0,107997.0,53.0,32.0,3374.90625,
apartment,Belgrano,Capital Federal,"-34.5674016,-58.4498908",81900.0,81900.0,33.0,33.0,2481.818181818182,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",88000.0,88000.0,44.0,44.0,2000.0,
apartment,Belgrano,Capital Federal,"-34.5561511,-58.4575006",425000.0,425000.0,185.0,162.0,2623.456790123457,
apartment,Once,Capital Federal,"-34.6008321873,-58.4037729328",85000.0,85000.0,39.0,39.0,2179.4871794871797,
apartment,Capital Federal,Capital Federal,,150000.0,150000.0,66.0,56.0,2678.5714285714284,
apartment,Retiro,Capital Federal,"-34.6002250344,-58.3797039752",90000.0,90000.0,40.0,,,
apartment,Saavedra,Capital Federal,"-34.5503476609,-58.4833215911",76000.0,76000.0,36.0,32.0,2375.0,
apartment,Saavedra,Capital Federal,"-34.5503476609,-58.4833215911",80000.0,80000.0,38.0,34.0,2352.9411764705883,
apartment,Saavedra,Capital Federal,"-34.5503476609,-58.4833215911",92000.0,92000.0,48.0,34.0,2705.882352941177,
